,Handle,Title,Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Image Src,Image Position,Image Alt Text,code (product.metafields.custom.code),gender_list (product.metafields.custom.gender_list),type1 (product.metafields.custom.type1),type2 (product.metafields.custom.type2),type3 (product.metafields.custom.type3),with_images (product.metafields.custom.with_images),Status
4513,madison-pack-socks-i034572-white-black-white-black-ss-25,Madison Pack Socks,CARHARTT WIP,with_images,False,size,ONE SIZE,color,WHITE / BLACK + WHITE / BLACK,I034572-WHITE-BLACK-WHITE-BLACK-SS-25-ONE-SIZE-WHITE-BLACK-WHITE-BLACK-2700009397931,99.9,99.9,'2700009397931,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034572_WHITE---BLACK-_-WHITE---BLACK_0-01K5V4ZVTWPPWX15M3E968AMZ2.jpg?v=1763384430,1.0,Product image by Kixbox,I034572-WHITE / BLACK + WHITE / BLACK-SS-25,"Mens
Womens",Socks,Hosiery,Accessories,True,draft
4515,carhartt-sweat-i030546-black-white-aw-25,Carhartt Sweat,CARHARTT WIP,with_images,False,size,L,color,BLACK / WHITE,I030546-BLACK-WHITE-AW-25-L-BLACK-WHITE-2700009907918,449.9,449.9,'2700009907918,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I030546_BLACK---WHITE_0-01K9AQZPV59KFY4X8AYX2KKJD6.jpg?v=1763384383,1.0,Product image by Kixbox,I030546-BLACK / WHITE-AW-25,Mens,Sweatshirt (without hood),Sweatshirt,Sweaters and Sweatshirts,True,draft
4529,w-s-s-pudding-t-shirt-i034435-white-ho-24,W S/S Pudding T-Shirt,CARHARTT WIP,no_images,False,size,XS,color,WHITE,I034435-WHITE-HO-24-XS-WHITE-2700009209173,199.9,199.9,'2700009209173,,,,I034435-WHITE-HO-24,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4532,foundation-bookends-i034892-silver-ss-25,Foundation Bookends,CARHARTT WIP,with_images,True,size,ONE SIZE,color,SILVER,I034892-SILVER-SS-25-ONE-SIZE-SILVER-2700009385181,149.95,299.9,'2700009385181,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034892_SILVER_0-01K5V75TQ8W6K09TMG1DNT6CRN.jpg?v=1763384451,1.0,Product image by Kixbox,I034892-SILVER-SS-25,"Mens
Womens",,Home Accessories,Accessories,True,active
4536,hooded-chase-jacket-i033664-black-gold-aw-24,Hooded Chase Jacket,CARHARTT WIP,no_images,False,size,XL,color,BLACK / GOLD,I033664-BLACK-GOLD-AW-24-XL-BLACK-GOLD-2700008836691,499.9,499.9,'2700008836691,,,,I033664-BLACK / GOLD-AW-24,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,,draft
4541,madison-pack-socks-i034572-black-white-black-white-ss-25,Madison Pack Socks,CARHARTT WIP,with_images,False,size,ONE SIZE,color,BLACK / WHITE + BLACK / WHITE,I034572-BLACK-WHITE-BLACK-WHITE-SS-25-ONE-SIZE-BLACK-WHITE-BLACK-WHITE-2700009397924,99.9,99.9,'2700009397924,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034572_BLACK---WHITE-_-BLACK---WHITE_0-01K5V6YJJ8E9RS896CGRFNDW6T.jpg?v=1763384428,1.0,Product image by Kixbox,I034572-BLACK / WHITE + BLACK / WHITE-SS-25,"Mens
Womens",Socks,Hosiery,Accessories,True,draft
4543,clapton-shoulder-bag-i034458-black-ho-24,Clapton Shoulder Bag,CARHARTT WIP,no_images,False,size,ONE SIZE,color,BLACK,I034458-BLACK-HO-24-ONE-SIZE-BLACK-2700009209999,249.9,249.9,'2700009209999,,,,I034458-BLACK-HO-24,"Mens
Womens",Crossbody Bag,Bag,Bags,,draft
4544,og-single-knee-short-i034872-blue-burst-washed-ss-25,OG Single Knee Short,CARHARTT WIP,with_images,True,size,XL,color,BLUE (BURST WASHED),I034872-BLUE-BURST-WASHED-SS-25-XL-BLUE-BURST-WASHED-2700009383736,449.9,449.9,'2700009383736,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034872_BLUE-_BURST-WASHED__0-01K5V8AJP7RBAJJ2SC95WSGFHM.jpg?v=1763384450,1.0,Product image by Kixbox,I034872-BLUE (BURST WASHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,active
4551,icon-cap-i033359-silver-pine-ss-25,Icon Cap,CARHARTT WIP,no_images,False,size,ONE SIZE,color,SILVER PINE,I033359-SILVER-PINE-SS-25-ONE-SIZE-SILVER-PINE-2700009395029,149.95,299.9,'2700009395029,,,,I033359-SILVER PINE-SS-25,"Mens
Womens",Cap,Headwear,Accessories,,draft
4552,s-s-hendry-shirt-i034534-seaton-stripe-frosted-blue-mulberry-ss-25,S/S Hendry Shirt,CARHARTT WIP,no_images,False,size,S,color,"SEATON STRIPE, FROSTED BLUE / MULBERRY",I034534-SEATON-STRIPE-FROSTED-BLUE-MULBERRY-SS-25-S-SEATON-STRIPE-FROSTED-BLUE-MULBERRY-2700009347219,449.9,449.9,'2700009347219,,,,"I034534-SEATON STRIPE, FROSTED BLUE / MULBERRY-SS-25",Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
4553,cole-cargo-short-i030478-turtle-rinsed-ss-25,Cole Cargo Short,CARHARTT WIP,with_images,True,size,31,color,TURTLE (RINSED),I030478-TURTLE-RINSED-SS-25-31-TURTLE-RINSED-2700009318745,294.95,589.9,'2700009318745,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I030478_TURTLE-_RINSED__0-01K5V4RPPEKPX9BHBRRRQDY6MG.jpg?v=1763384382,1.0,Product image by Kixbox,I030478-TURTLE (RINSED)-SS-25,Mens,Cargo Shorts,Shorts,Bottoms,True,active
4560,backley-cap-i034853-dusky-beige-ss-25,Backley Cap,CARHARTT WIP,with_images,False,size,ONE SIZE,color,DUSKY BEIGE,I034853-DUSKY-BEIGE-SS-25-ONE-SIZE-DUSKY-BEIGE-2700009382319,99.95,199.9,'2700009382319,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034853_DUSKY-BEIGE_0-01K5V581M4BCAXWDW1VHFNK73J.jpg?v=1763384448,1.0,Product image by Kixbox,I034853-DUSKY BEIGE-SS-25,"Mens
Womens",Cap,Headwear,Accessories,True,draft
4564,s-s-greatest-flicks-t-shirt-i034393-natural-ho-24,S/S Greatest Flicks T-Shirt,CARHARTT WIP,no_images,False,size,M,color,NATURAL,I034393-NATURAL-HO-24-M-NATURAL-2700009202914,239.9,239.9,'2700009202914,,,,I034393-NATURAL-HO-24,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4566,simple-short-i033333-blue-light-true-washed-ss-25,Simple Short,CARHARTT WIP,with_images,False,size,32,color,BLUE (LIGHT TRUE WASHED),I033333-BLUE-LIGHT-TRUE-WASHED-SS-25-32-BLUE-LIGHT-TRUE-WASHED-2700009335803,199.95,399.9,'2700009335803,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033333_BLUE-_LIGHT-TRUE-WASHED__0-01K5V6WKR2HE0274WZD8N5J2PB.jpg?v=1763384417,1.0,Product image by Kixbox,I033333-BLUE (LIGHT TRUE WASHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,draft
4573,hooded-charm-link-sweat-i034423-black-silver-stone-washed-ho-24,Hooded Charm Link Sweat,CARHARTT WIP,no_images,False,size,XL,color,BLACK / SILVER (STONE WASHED),I034423-BLACK-SILVER-STONE-WASHED-HO-24-XL-BLACK-SILVER-STONE-WASHED-2700009207773,659.9,659.9,'2700009207773,,,,I034423-BLACK / SILVER (STONE WASHED)-HO-24,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,,draft
4574,double-knee-short-i034867-blue-heavy-stone-bleached-ss-25,Double Knee Short,CARHARTT WIP,no_images,False,color,BLUE (HEAVY STONE BLEACHED),size,30,I034867-BLUE-HEAVY-STONE-BLEACHED-SS-25-30-BLUE-HEAVY-STONE-BLEACHED-2700009382715,269.95,539.9,'2700009382715,,,,I034867-BLUE (HEAVY STONE BLEACHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,,draft
4576,leather-bucket-hat-i034345-black-ho-24,Leather Bucket Hat,CARHARTT WIP,no_images,False,color,BLACK,size,M/L,I034345-BLACK-HO-24-M-L-BLACK-2700009199634,379.9,379.9,'2700009199634,,,,I034345-BLACK-HO-24,"Mens
Womens",Panama Hat,Headwear,Accessories,,draft
4577,landon-short-i030469-blue-bleached-ss-25,Landon Short,CARHARTT WIP,with_images,True,size,34,color,BLUE (BLEACHED),I030469-BLUE-BLEACHED-SS-25-34-BLUE-BLEACHED-2700009316376,399.9,399.9,'2700009316376,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I030469_BLUE-_BLEACHED__0-01K5V4RBRN24ASFA1SYDECWGAN.jpg?v=1763384379,1.0,Product image by Kixbox,I030469-BLUE (BLEACHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,active
4584,s-s-ice-t-shirt-i034436-white-ho-24,S/S Ice T-Shirt,CARHARTT WIP,no_images,False,size,S,color,WHITE,I034436-WHITE-HO-24-S-WHITE-2700009209265,259.9,259.9,'2700009209265,,,,I034436-WHITE-HO-24,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4585,marv-pant-i033129-black-stone-washed-ss-25,Marv Pant,CARHARTT WIP,with_images,False,color,BLACK (STONE WASHED),size,S,I033129-BLACK-STONE-WASHED-SS-25-S-BLACK-STONE-WASHED-2700009289229,589.9,589.9,'2700009289229,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033129_BLACK-_STONE-WASHED__0-01K5V51FGPZ0GZGB3TSTBHGDZP.jpg?v=1763384414,1.0,Product image by Kixbox,I033129-BLACK (STONE WASHED)-SS-25,Mens,Chino Pants (Loose fit),Pants,Bottoms,True,draft
4592,marv-short-i034813-turtle-stone-washed-ss-25,Marv Short,CARHARTT WIP,with_images,True,size,S,color,TURTLE (STONE WASHED),I034813-TURTLE-STONE-WASHED-SS-25-S-TURTLE-STONE-WASHED-2700009375458,539.9,539.9,'2700009375458,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034813_TURTLE-_STONE-WASHED__0-01K5V8XGY7SKGX7FCWVKCWXAEK.jpg?v=1763384444,1.0,Product image by Kixbox,I034813-TURTLE (STONE WASHED)-SS-25,Mens,Shorts,Shorts,Bottoms,True,active
4599,aaron-pant-i034237-black-stone-washed-aw-25,Aaron Pant,CARHARTT WIP,with_images,True,size,29,color,BLACK (STONE WASHED),I034237-BLACK-STONE-WASHED-AW-25-29-BLACK-STONE-WASHED-2700009877532,499.9,499.9,'2700009877532,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034237_BLACK-_STONE-WASHED__0-01K78Z7W2T36X78SXBE7X6FTAE.jpg?v=1763384424,1.0,Product image by Kixbox,I034237-BLACK (STONE WASHED)-AW-25,Mens,Jeans (Regular fit),Pants,Bottoms,True,active
4607,s-s-best-in-class-t-shirt-i034397-manta-ho-24,S/S Best In Class T-Shirt,CARHARTT WIP,no_images,False,size,XXL,color,MANTA,I034397-MANTA-HO-24-XXL-MANTA-2700009203843,259.9,259.9,'2700009203843,,,,I034397-MANTA-HO-24,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4608,brandon-pant-i034809-icy-water-stone-dyed-ss-25,Brandon Pant,CARHARTT WIP,with_images,False,size,L,color,ICY WATER (STONE DYED),I034809-ICY-WATER-STONE-DYED-SS-25-L-ICY-WATER-STONE-DYED-2700009297309,589.9,589.9,'2700009297309,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034809_ICY-WATER-_STONE-DYED__0-01K9AQWJD7ZQ4RBZ2YHNKNCXR1.jpg?v=1763384442,1.0,Product image by Kixbox,I034809-ICY WATER (STONE DYED)-SS-25,Mens,Pants (Loose fit),Pants,Bottoms,True,draft
4612,hooded-american-script-jacket-i033063-black-ss-25,Hooded American Script Jacket,CARHARTT WIP,with_images,True,size,S,color,BLACK,I033063-BLACK-SS-25-S-BLACK-2700009333441,589.9,589.9,'2700009333441,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033063_BLACK_0-01K5V5JPYYEEKW8ZJFCQ2YT6RJ.jpg?v=1763384412,1.0,Product image by Kixbox,I033063-BLACK-SS-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,active
4619,landon-short-i030469-blue-stone-washed-ss-25,Landon Short,CARHARTT WIP,with_images,True,size,30,color,BLUE (STONE WASHED),I030469-BLUE-STONE-WASHED-SS-25-30-BLUE-STONE-WASHED-2700009316215,0.0,,'2700009316215,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I030469_BLUE-_STONE-WASHED__0-01K5V4Q48VNTN5VRBM6J0M7YCV.jpg?v=1763384377,1.0,Product image by Kixbox,I030469-BLUE (STONE WASHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,active
4626,s-s-java-t-shirt-i034764-air-sky-ss-25,S/S Java T-Shirt,CARHARTT WIP,no_images,False,size,S,color,AIR SKY,I034764-AIR-SKY-SS-25-S-AIR-SKY-2700009368412,119.95,239.9,'2700009368412,,,,I034764-AIR SKY-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4629,s-s-eldon-pocket-t-shirt-i034365-black-ho-24,S/S Eldon Pocket T-Shirt,CARHARTT WIP,no_images,False,size,S,color,BLACK,I034365-BLACK-HO-24-S-BLACK-2700009200071,289.9,289.9,'2700009200071,,,,I034365-BLACK-HO-24,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4630,w-brandon-single-knee-pant-i034225-blue-burst-washed-ss-25,W Brandon Single Knee Pant,CARHARTT WIP,no_images,False,color,BLUE (BURST WASHED),size,XS,I034225-BLUE-BURST-WASHED-SS-25-XS-BLUE-BURST-WASHED-2700009340722,249.95,499.9,'2700009340722,,,,I034225-BLUE (BURST WASHED)-SS-25,Womens,Jeans (Loose fit),Pants,Bottoms,,draft
4634,jet-cargo-pant-i032967-yosemite-rinsed-ss-25,Jet Cargo Pant,CARHARTT WIP,with_images,False,size,S,color,YOSEMITE (RINSED),I032967-YOSEMITE-RINSED-SS-25-S-YOSEMITE-RINSED-2700009331584,699.9,699.9,'2700009331584,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I032967_YOSEMITE-_RINSED__0-01K5V8QCX57RADGTXYB469E77A.jpg?v=1763384412,1.0,Product image by Kixbox,I032967-YOSEMITE (RINSED)-SS-25,Mens,Cargo Pants (Extra loose fit),Pants,Bottoms,True,draft
4641,landon-short-i030469-black-stone-washed-ss-25,Landon Short,CARHARTT WIP,with_images,False,size,36,color,BLACK (STONE WASHED),I030469-BLACK-STONE-WASHED-SS-25-36-BLACK-STONE-WASHED-2700009316628,399.9,399.9,'2700009316628,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I030469_BLACK-_STONE-WASHED__0-01K5V5G1PX22ZXE419W4E987CJ.jpg?v=1763384375,1.0,Product image by Kixbox,I030469-BLACK (STONE WASHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,draft
4648,double-vegas-zip-wallet-i033802-black-silver-ss-25,Double Vegas Zip Wallet,CARHARTT WIP,with_images,False,size,ONE SIZE,color,BLACK / SILVER,I033802-BLACK-SILVER-SS-25-ONE-SIZE-BLACK-SILVER-2700009395838,399.9,399.9,'2700009395838,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033802_BLACK---SILVER_0-01K9AQVEXHR7MFGEB5ZJ7K1VSA.jpg?v=1763384419,1.0,Product image by Kixbox,I033802-BLACK / SILVER-SS-25,"Mens
Womens",Zippered Leather Wallet,Wallets,Accessories,True,draft
4651,aaron-pant-i034237-blue-midnight-wash-aw-25,Aaron Pant,CARHARTT WIP,with_images,True,size,33,color,BLUE (MIDNIGHT WASH),I034237-BLUE-MIDNIGHT-WASH-AW-25-33-BLUE-MIDNIGHT-WASH-2700009877457,0.0,,'2700009877457,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I034237_BLUE-_MIDNIGHT-WASH__0-01K78YZ37G3F7ASPKX8X1QJ809.jpg?v=1763384423,1.0,Product image by Kixbox,I034237-BLUE (MIDNIGHT WASH)-AW-25,Mens,Jeans (Regular fit),Pants,Bottoms,True,active
4658,s-s-deli-shirt-i034738-white-black-ss-25,S/S Deli Shirt,CARHARTT WIP,no_images,False,size,XL,color,WHITE / BLACK,I034738-WHITE-BLACK-SS-25-XL-WHITE-BLACK-2700009367248,499.9,499.9,'2700009367248,,,,I034738-WHITE / BLACK-SS-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
4662,cotton-boxer-i032355-black-aw-25,Cotton Boxer,CARHARTT WIP,with_images,True,size,L,color,BLACK,I032355-BLACK-AW-25-L-BLACK-2700009942926,149.9,149.9,'2700009942926,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_CARHARTT-WIP_I032355_BLACK_0-01K9AR08FAW0RQYN9H9NSNSCXG.jpg?v=1763384409,1.0,Product image by Kixbox,I032355-BLACK-AW-25,Mens,Boxer Briefs,Other,Accessories,True,active
4667,canvas-graphic-tote-i033975-catalogue-print-natural-ss-25,Canvas Graphic Tote,CARHARTT WIP,with_images,True,color,"CATALOGUE PRINT, NATURAL",size,ONE SIZE,I033975-CATALOGUE-PRINT-NATURAL-SS-25-ONE-SIZE-CATALOGUE-PRINT-NATURAL-2700009396323,249.9,249.9,'2700009396323,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033975_CATALOGUE-PRINT-NATURAL_0-01K5V826KEVFN8XHJBC1BGCV1T.jpg?v=1763384422,1.0,Product image by Kixbox,"I033975-CATALOGUE PRINT, NATURAL-SS-25","Mens
Womens",Shopper Bag,Bag,Bags,True,active
4671,hooded-wip-sweat-jacket-i034691-ash-heather-stone-washed-ss-25,Hooded WIP Sweat Jacket,CARHARTT WIP,with_images,False,size,L,color,ASH HEATHER (STONE WASHED),I034691-ASH-HEATHER-STONE-WASHED-SS-25-L-ASH-HEATHER-STONE-WASHED-2700009362380,759.9,759.9,'2700009362380,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I034691_ASH-HEATHER-_STONE-WASHED__0-01K5V8WTJWG03NKXYZZXQJQQRZ.jpg?v=1763384439,1.0,Product image by Kixbox,I034691-ASH HEATHER (STONE WASHED)-SS-25,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,draft
4679,l-s-pocket-t-shirt-i030437-white-ss-25,L/S Pocket T-Shirt,CARHARTT WIP,with_images,False,size,S,color,WHITE,I030437-WHITE-SS-25-S-WHITE-2700009315829,209.9,209.9,'2700009315829,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I030437_WHITE_0-01K9AQSH2722JZCBA44331E1E9.jpg?v=1763384372,1.0,Product image by Kixbox,I030437-WHITE-SS-25,Mens,Long Sleeve T-shirt,T-shirt,Light Knitwear,True,draft
4693,hooded-chase-jacket-i033664-grey-heather-gold-aw-24,Hooded Chase Jacket,CARHARTT WIP,no_images,False,color,GREY HEATHER / GOLD,size,S,I033664-GREY-HEATHER-GOLD-AW-24-S-GREY-HEATHER-GOLD-2700008836424,499.9,499.9,'2700008836424,,,,I033664-GREY HEATHER / GOLD-AW-24,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,,draft
4698,landon-pant-i032297-black-rinsed-aw-24,Landon Pant,CARHARTT WIP,no_images,False,size,36,color,BLACK (RINSED),I032297-BLACK-RINSED-AW-24-36-BLACK-RINSED-2700008780079,539.9,539.9,'2700008780079,,,,I032297-BLACK (RINSED)-AW-24,Mens,Corduroy Pants (Loose fit),Pants,Bottoms,,draft
4704,s-s-tire-t-shirt-i034666-white-ss-25,S/S Tire T-Shirt,CARHARTT WIP,no_images,False,size,XXL,color,WHITE,I034666-WHITE-SS-25-XXL-WHITE-2700009359663,259.9,259.9,'2700009359663,,,,I034666-WHITE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4707,chase-sweat-pant-i033667-black-gold-aw-24,Chase Sweat Pant,CARHARTT WIP,no_images,False,size,S,color,BLACK / GOLD,I033667-BLACK-GOLD-AW-24-S-BLACK-GOLD-2700008837261,429.9,429.9,'2700008837261,,,,I033667-BLACK / GOLD-AW-24,Mens,Sweatpants,Pants,Bottoms,,draft
4711,w-s-s-pocket-heart-t-shirt-i032180-white-red-ss-25,W S/S Pocket Heart T-Shirt,CARHARTT WIP,with_images,True,size,S,color,WHITE / RED,I032180-WHITE-RED-SS-25-S-WHITE-RED-2700009391793,199.9,199.9,'2700009391793,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I032180_WHITE---RED_0-01K5V4R1Y0KNVZZZWPN8HD0HFF.jpg?v=1763384405,1.0,Product image by Kixbox,I032180-WHITE / RED-SS-25,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
4717,l-s-bolton-shirt-i030238-mizar-garment-dyed-ho-24,L/S Bolton Shirt,CARHARTT WIP,no_images,False,size,XL,color,MIZAR (GARMENT DYED),I030238-MIZAR-GARMENT-DYED-HO-24-XL-MIZAR-GARMENT-DYED-2700009186702,449.9,449.9,'2700009186702,,,,I030238-MIZAR (GARMENT DYED)-HO-24,Mens,Long Sleeve Shirt,Shirt,Shirts and Polos,,draft
4720,s-s-valley-t-shirt-i034657-white-ss-25,S/S Valley T-Shirt,CARHARTT WIP,no_images,False,size,S,color,WHITE,I034657-WHITE-SS-25-S-WHITE-2700009357768,119.95,239.9,'2700009357768,,,,I034657-WHITE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4723,hooded-chase-sweat-i033661-grey-heather-gold-aw-24,Hooded Chase Sweat,CARHARTT WIP,no_images,False,size,L,color,GREY HEATHER / GOLD,I033661-GREY-HEATHER-GOLD-AW-24-L-GREY-HEATHER-GOLD-2700008835960,449.9,449.9,'2700008835960,,,,I033661-GREY HEATHER / GOLD-AW-24,Mens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,,draft
4728,hooded-chase-jacket-i033664-mizar-gold-ho-24,Hooded Chase Jacket,CARHARTT WIP,no_images,False,color,MIZAR / GOLD,size,XL,I033664-MIZAR-GOLD-HO-24-XL-MIZAR-GOLD-2700009196206,499.9,499.9,'2700009196206,,,,I033664-MIZAR / GOLD-HO-24,Mens,Zippered Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,,draft
4729,single-knee-pant-i032024-blue-stone-washed-aw-24,Single Knee Pant,CARHARTT WIP,with_images,False,size,33/32,color,BLUE (STONE WASHED),I032024-BLUE-STONE-WASHED-AW-24-33-32-BLUE-STONE-WASHED-2700008777970,539.9,539.9,'2700008777970,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-24_CARHARTT-WIP_I032024_BLUE-_STONE-WASHED__0-01K78Y4VS8MNTSRQD3AAENQZNG.jpg?v=1763384406,1.0,Product image by Kixbox,I032024-BLUE (STONE WASHED)-AW-24,Mens,Jeans (Relaxed fit),Pants,Bottoms,True,draft
4737,s-s-furoshiki-t-shirt-i034655-white-red-ss-25,S/S Furoshiki T-Shirt,CARHARTT WIP,no_images,False,size,L,color,WHITE / RED,I034655-WHITE-RED-SS-25-L-WHITE-RED-2700009357423,259.9,259.9,'2700009357423,,,,I034655-WHITE / RED-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
4739,icon-cap-i033359-black-ss-25,Icon Cap,CARHARTT WIP,with_images,True,color,BLACK,size,ONE SIZE,I033359-BLACK-SS-25-ONE-SIZE-BLACK-2700009395067,299.9,299.9,'2700009395067,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033359_BLACK_0-01K5V52GJX00DPTGENCA13978X.jpg?v=1763384419,1.0,Product image by Kixbox,I033359-BLACK-SS-25,"Mens
Womens",Cap,Headwear,Accessories,True,active
4743,simple-short-i033333-black-stone-washed-ss-25,Simple Short,CARHARTT WIP,with_images,False,size,29,color,BLACK (STONE WASHED),I033333-BLACK-STONE-WASHED-SS-25-29-BLACK-STONE-WASHED-2700009335896,399.9,399.9,'2700009335896,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_CARHARTT-WIP_I033333_BLACK-_STONE-WASHED__0-01K5V6ZWNSJJYBMCHW45VGAHWK.jpg?v=1763384418,1.0,Product image by Kixbox,I033333-BLACK (STONE WASHED)-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,draft
